,CLIENT_ID,TIME,FIRST_COURSE,SECOND_COURSE,THIRD_COURSE,DISH1,DISH2,DISH3,DRINK1,DRINK2,DRINK3
0,ID063527,LUNCH,0.0,22.31475048151465,10.106080949238294,0.0,20.0,10.0,0.0,2.3147504815146505,0.1060809492382937
1,ID951225,DINNER,0.0,28.779586533740638,0.0,0.0,25.0,0.0,0.0,3.7795865337406376,0.0
2,ID655745,LUNCH,0.0,43.52903184274973,10.914995161448132,0.0,40.0,10.0,0.0,3.529031842749731,0.9149951614481324
3,ID381194,DINNER,3.4277719343623763,23.04601704587982,16.27553215581243,3.0,20.0,15.0,0.42777193436237626,3.0460170458798217,1.2755321558124315
4,ID660862,DINNER,0.0,25.8280309122399,0.0,0.0,25.0,0.0,0.0,0.8280309122398997,0.0
5,ID575620,DINNER,0.0,26.08999532493257,0.0,0.0,25.0,0.0,0.0,1.0899953249325698,0.0
6,ID024460,LUNCH,20.765425752884976,44.03697870190482,10.129406119113536,20.0,40.0,10.0,0.7654257528849762,4.036978701904822,0.12940611911353628
7,ID790244,DINNER,3.36713048334458,11.165328126490635,0.0,3.0,9.0,0.0,0.36713048334457987,2.1653281264906354,0.0
8,ID026785,LUNCH,20.98328824246427,42.00218993375722,0.0,20.0,40.0,0.0,0.983288242464269,2.002189933757222,0.0
9,ID224820,LUNCH,0.0,28.626820336885533,10.55449048917902,0.0,25.0,10.0,0.0,3.626820336885533,0.5544904891790203
10,ID449728,LUNCH,15.451465382907465,23.950847018364872,11.863388524875006,15.0,20.0,10.0,0.45146538290746463,3.950847018364872,1.8633885248750062
11,ID635844,DINNER,4.584742854433445,9.527832629928248,0.0,3.0,9.0,0.0,1.5847428544334452,0.5278326299282483,0.0
12,ID695679,DINNER,0.0,28.00455503578488,0.0,0.0,25.0,0.0,0.0,3.004555035784879,0.0
13,ID187106,DINNER,0.0,28.298637902701543,0.0,0.0,25.0,0.0,0.0,3.298637902701543,0.0
14,ID159407,DINNER,4.3209121249581495,13.89223747862606,0.0,3.0,9.0,0.0,1.3209121249581495,4.892237478626059,0.0
15,ID974473,LUNCH,0.0,25.826395286657853,11.276784758771658,0.0,25.0,10.0,0.0,0.8263952866578528,1.276784758771658
16,ID480696,LUNCH,0.0,27.450536984335265,0.0,0.0,25.0,0.0,0.0,2.4505369843352653,0.0
17,ID192486,LUNCH,21.985511835724072,40.93347224341205,11.743769523701204,20.0,40.0,10.0,1.985511835724072,0.9334722434120479,1.7437695237012036
18,ID917843,DINNER,0.0,29.38489893081664,0.0,0.0,25.0,0.0,0.0,4.3848989308166395,0.0
19,ID628893,LUNCH,0.0,43.56433501187372,11.781595168998836,0.0,40.0,10.0,0.0,3.564335011873723,1.7815951689988356
20,ID062317,DINNER,4.666970227068052,11.664537843674385,0.0,3.0,9.0,0.0,1.6669702270680524,2.6645378436743847,0.0
21,ID040802,LUNCH,0.0,27.0022938616626,0.0,0.0,25.0,0.0,0.0,2.0022938616626007,0.0
22,ID574867,LUNCH,0.0,27.414403685107956,0.0,0.0,25.0,0.0,0.0,2.414403685107956,0.0
23,ID609959,DINNER,0.0,26.903684067599503,0.0,0.0,25.0,0.0,0.0,1.903684067599503,0.0
24,ID688221,DINNER,21.3215117298032,23.854602393492343,10.032201240797798,20.0,20.0,10.0,1.3215117298031984,3.8546023934923426,0.03220124079779829
25,ID334254,LUNCH,4.748985813850644,20.974774629049467,11.384240387467257,3.0,20.0,10.0,1.748985813850644,0.9747746290494668,1.3842403874672566
26,ID424937,DINNER,0.0,25.28471665890307,0.0,0.0,25.0,0.0,0.0,0.2847166589030685,0.0
27,ID882988,LUNCH,4.80029279737853,23.403772803234016,11.495692254063004,3.0,20.0,10.0,1.80029279737853,3.403772803234016,1.4956922540630035
28,ID832951,DINNER,3.0937746483948483,10.957986406265984,0.0,3.0,9.0,0.0,0.09377464839484828,1.9579864062659844,0.0
29,ID713496,LUNCH,21.615722502706475,43.46709346031007,10.470949999681666,20.0,40.0,10.0,1.6157225027064754,3.4670934603100676,0.4709499996816664
30,ID137092,DINNER,0.0,26.689768173652787,0.0,0.0,25.0,0.0,0.0,1.6897681736527872,0.0
31,ID207970,LUNCH,0.0,29.063792308419696,0.0,0.0,25.0,0.0,0.0,4.063792308419696,0.0
